255;1884;16;255;[255, 85, 255, 175, 1, 67, 29, 0, 174, 255, 73, 255, 55, 255, 113, 255]
55;1896;17;143;[55, 255, 113, 255, 179, 0, 142, 255, 131, 255, 123, 183, 174, 255, 73, 255, 143]
59;1916;14;174;[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
36;1935;4;142;[36, 255, 107, 142]
142;1938;19;142;[142, 255, 131, 255, 89, 255, 217, 0, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0, 142]
255;1939;17;0;[255, 131, 255, 89, 255, 217, 0, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0]
255;1939;6;217;[255, 131, 255, 89, 255, 217]
59;1954;14;174;[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
67;1964;10;161;[67, 29, 0, 174, 255, 73, 255, 77, 255, 161]
255;1968;7;52;[255, 73, 255, 77, 255, 161, 52]
77;1971;16;174;[77, 255, 161, 52, 127, 103, 142, 255, 131, 255, 167, 21, 75, 78, 67, 174]
103;1976;17;145;[103, 142, 255, 131, 255, 167, 21, 75, 78, 67, 174, 255, 73, 255, 143, 255, 145]
59;1994;14;174;[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
142;2018;21;255;[142, 255, 131, 255, 175, 132, 95, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0, 142, 255, 131, 255]
145;2031;20;51;[145, 255, 59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174, 255, 73, 255, 51]
59;2033;14;174;[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
0;2045;8;39;[0, 174, 255, 73, 255, 51, 255, 39]
174;2046;7;39;[174, 255, 73, 255, 51, 255, 39]
255;2051;15;255;[255, 39, 47, 116, 142, 255, 131, 255, 35, 53, 217, 174, 255, 73, 255]
142;2055;18;142;[142, 255, 131, 255, 35, 53, 217, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0, 142]
255;2056;16;0;[255, 131, 255, 35, 53, 217, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0]
255;2056;6;217;[255, 131, 255, 35, 53, 217]
53;2060;9;145;[53, 217, 174, 255, 73, 255, 143, 255, 145]
59;2070;14;174;[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
255;2075;16;255;[255, 85, 255, 175, 1, 67, 29, 0, 174, 255, 73, 255, 55, 255, 113, 255]
55;2087;17;143;[55, 255, 113, 255, 179, 0, 142, 255, 131, 255, 123, 183, 174, 255, 73, 255, 143]
59;2107;14;174;[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
36;2126;4;142;[36, 255, 107, 142]
