STATUS_OK 	30-07 20:03 	SUM: 174 	[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
STATUS_OK 	30-07 20:03 	SUM: 255 	[255, 85, 255, 175, 1, 67, 29, 0, 174, 255, 73, 255, 55, 255, 113, 255]
STATUS_OK 	30-07 20:03 	SUM: 143 	[55, 255, 113, 255, 179, 0, 142, 255, 131, 255, 123, 183, 174, 255, 73, 255, 143]
STATUS_OK 	30-07 20:03 	SUM: 174 	[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
STATUS_OK 	30-07 20:03 	SUM: 142 	[36, 255, 107, 142]
STATUS_OK 	30-07 20:03 	SUM: 142 	[142, 255, 131, 255, 89, 255, 217, 0, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0, 142]
STATUS_OK 	30-07 20:03 	SUM: 0 	[255, 131, 255, 89, 255, 217, 0, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0]
STATUS_OK 	30-07 20:03 	SUM: 217 	[255, 131, 255, 89, 255, 217]
STATUS_OK 	30-07 20:03 	SUM: 255 	[175, 1, 67, 174, 255, 73, 255, 77, 255, 161, 52, 127, 103, 142, 255, 131, 255]
STATUS_OK 	30-07 20:03 	SUM: 52 	[255, 73, 255, 77, 255, 161, 52]
STATUS_OK 	30-07 20:03 	SUM: 174 	[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
STATUS_OK 	30-07 20:03 	SUM: 51 	[145, 255, 59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174, 255, 73, 255, 51]
STATUS_OK 	30-07 20:03 	SUM: 174 	[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
STATUS_OK 	30-07 20:03 	SUM: 39 	[0, 174, 255, 73, 255, 51, 255, 39]
STATUS_OK 	30-07 20:03 	SUM: 39 	[174, 255, 73, 255, 51, 255, 39]
STATUS_OK 	30-07 20:03 	SUM: 255 	[255, 39, 47, 116, 142, 255, 131, 255, 35, 53, 217, 174, 255, 73, 255]
STATUS_OK 	30-07 20:03 	SUM: 142 	[142, 255, 131, 255, 35, 53, 217, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0, 142]
STATUS_OK 	30-07 20:03 	SUM: 0 	[255, 131, 255, 35, 53, 217, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0]
STATUS_OK 	30-07 20:03 	SUM: 217 	[255, 131, 255, 35, 53, 217]
STATUS_OK 	30-07 20:03 	SUM: 145 	[53, 217, 174, 255, 73, 255, 143, 255, 145]
STATUS_OK 	30-07 20:03 	SUM: 174 	[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
STATUS_OK 	30-07 20:03 	SUM: 255 	[255, 85, 255, 175, 1, 67, 29, 0, 174, 255, 73, 255, 55, 255, 113, 255]
STATUS_OK 	30-07 20:03 	SUM: 143 	[55, 255, 113, 255, 179, 0, 142, 255, 131, 255, 123, 183, 174, 255, 73, 255, 143]
STATUS_OK 	30-07 20:03 	SUM: 174 	[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
STATUS_OK 	30-07 20:03 	SUM: 142 	[36, 255, 107, 142]
STATUS_OK 	30-07 20:03 	SUM: 142 	[142, 255, 131, 255, 89, 255, 217, 0, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0, 142]
STATUS_OK 	30-07 20:03 	SUM: 0 	[255, 131, 255, 89, 255, 217, 0, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0]
STATUS_OK 	30-07 20:03 	SUM: 217 	[255, 131, 255, 89, 255, 217]
STATUS_OK 	30-07 20:03 	SUM: 174 	[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
STATUS_OK 	30-07 20:03 	SUM: 161 	[67, 29, 0, 174, 255, 73, 255, 77, 255, 161]
STATUS_OK 	30-07 20:03 	SUM: 174 	[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
STATUS_OK 	30-07 20:03 	SUM: 51 	[145, 255, 59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174, 255, 73, 255, 51]
STATUS_OK 	30-07 20:03 	SUM: 174 	[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
STATUS_OK 	30-07 20:04 	SUM: 39 	[0, 174, 255, 73, 255, 51, 255, 39]
STATUS_OK 	30-07 20:04 	SUM: 39 	[174, 255, 73, 255, 51, 255, 39]
STATUS_OK 	30-07 20:04 	SUM: 255 	[255, 39, 47, 116, 142, 255, 131, 255, 35, 53, 217, 174, 255, 73, 255]
STATUS_OK 	30-07 20:04 	SUM: 142 	[142, 255, 131, 255, 35, 53, 217, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0, 142]
STATUS_OK 	30-07 20:04 	SUM: 0 	[255, 131, 255, 35, 53, 217, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0]
STATUS_OK 	30-07 20:04 	SUM: 217 	[255, 131, 255, 35, 53, 217]
STATUS_OK 	30-07 20:04 	SUM: 145 	[53, 217, 174, 255, 73, 255, 143, 255, 145]
STATUS_OK 	30-07 20:04 	SUM: 174 	[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
STATUS_OK 	30-07 20:04 	SUM: 255 	[255, 85, 255, 175, 1, 67, 29, 0, 174, 255, 73, 255, 55, 255, 113, 255]
STATUS_OK 	30-07 20:04 	SUM: 143 	[55, 255, 113, 255, 179, 0, 142, 255, 131, 255, 123, 183, 174, 255, 73, 255, 143]
STATUS_OK 	30-07 20:04 	SUM: 174 	[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
STATUS_OK 	30-07 20:04 	SUM: 142 	[36, 255, 107, 142]
STATUS_OK 	30-07 20:04 	SUM: 142 	[142, 255, 131, 255, 89, 255, 217, 0, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0, 142]
STATUS_OK 	30-07 20:04 	SUM: 0 	[255, 131, 255, 89, 255, 217, 0, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0]
STATUS_OK 	30-07 20:04 	SUM: 217 	[255, 131, 255, 89, 255, 217]
STATUS_OK 	30-07 20:04 	SUM: 174 	[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
STATUS_OK 	30-07 20:04 	SUM: 161 	[67, 29, 0, 174, 255, 73, 255, 77, 255, 161]
STATUS_OK 	30-07 20:04 	SUM: 174 	[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
STATUS_OK 	30-07 20:04 	SUM: 51 	[145, 255, 59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174, 255, 73, 255, 51]
STATUS_OK 	30-07 20:04 	SUM: 174 	[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
STATUS_OK 	30-07 20:04 	SUM: 39 	[0, 174, 255, 73, 255, 51, 255, 39]
STATUS_OK 	30-07 20:04 	SUM: 39 	[174, 255, 73, 255, 51, 255, 39]
STATUS_OK 	30-07 20:04 	SUM: 255 	[255, 39, 47, 116, 142, 255, 131, 255, 35, 53, 217, 174, 255, 73, 255]
STATUS_OK 	30-07 20:04 	SUM: 142 	[142, 255, 131, 255, 35, 53, 217, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0, 142]
STATUS_OK 	30-07 20:04 	SUM: 0 	[255, 131, 255, 35, 53, 217, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0]
STATUS_OK 	30-07 20:04 	SUM: 217 	[255, 131, 255, 35, 53, 217]
STATUS_OK 	30-07 20:04 	SUM: 145 	[53, 217, 174, 255, 73, 255, 143, 255, 145]
STATUS_OK 	30-07 20:04 	SUM: 174 	[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
STATUS_OK 	30-07 20:04 	SUM: 255 	[255, 85, 255, 175, 1, 67, 29, 0, 174, 255, 73, 255, 55, 255, 113, 255]
STATUS_OK 	30-07 20:04 	SUM: 143 	[55, 255, 113, 255, 179, 0, 142, 255, 131, 255, 123, 183, 174, 255, 73, 255, 143]
STATUS_OK 	30-07 20:04 	SUM: 174 	[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
STATUS_OK 	30-07 20:04 	SUM: 142 	[36, 255, 107, 142]
STATUS_OK 	30-07 20:04 	SUM: 142 	[142, 255, 131, 255, 89, 255, 217, 0, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0, 142]
STATUS_OK 	30-07 20:04 	SUM: 0 	[255, 131, 255, 89, 255, 217, 0, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0]
STATUS_OK 	30-07 20:04 	SUM: 217 	[255, 131, 255, 89, 255, 217]
STATUS_OK 	30-07 20:04 	SUM: 174 	[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
STATUS_OK 	30-07 20:04 	SUM: 161 	[67, 29, 0, 174, 255, 73, 255, 77, 255, 161]
STATUS_OK 	30-07 20:04 	SUM: 174 	[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
STATUS_OK 	30-07 20:04 	SUM: 51 	[145, 255, 59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174, 255, 73, 255, 51]
STATUS_OK 	30-07 20:04 	SUM: 174 	[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
STATUS_OK 	30-07 20:04 	SUM: 39 	[0, 174, 255, 73, 255, 51, 255, 39]
STATUS_OK 	30-07 20:04 	SUM: 39 	[174, 255, 73, 255, 51, 255, 39]
STATUS_OK 	30-07 20:04 	SUM: 255 	[255, 39, 47, 116, 142, 255, 131, 255, 35, 53, 217, 174, 255, 73, 255]
STATUS_OK 	30-07 20:04 	SUM: 142 	[142, 255, 131, 255, 35, 53, 217, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0, 142]
STATUS_OK 	30-07 20:04 	SUM: 0 	[255, 131, 255, 35, 53, 217, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0]
STATUS_OK 	30-07 20:04 	SUM: 217 	[255, 131, 255, 35, 53, 217]
STATUS_OK 	30-07 20:04 	SUM: 145 	[53, 217, 174, 255, 73, 255, 143, 255, 145]
STATUS_OK 	30-07 20:04 	SUM: 174 	[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
STATUS_OK 	30-07 20:04 	SUM: 255 	[255, 85, 255, 175, 1, 67, 29, 0, 174, 255, 73, 255, 55, 255, 113, 255]
STATUS_OK 	30-07 20:04 	SUM: 143 	[55, 255, 113, 255, 179, 0, 142, 255, 131, 255, 123, 183, 174, 255, 73, 255, 143]
STATUS_OK 	30-07 20:04 	SUM: 174 	[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
STATUS_OK 	30-07 20:04 	SUM: 142 	[36, 255, 107, 142]
STATUS_OK 	30-07 20:04 	SUM: 142 	[142, 255, 131, 255, 89, 255, 217, 0, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0, 142]
STATUS_OK 	30-07 20:04 	SUM: 0 	[255, 131, 255, 89, 255, 217, 0, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0]
STATUS_OK 	30-07 20:04 	SUM: 217 	[255, 131, 255, 89, 255, 217]
STATUS_OK 	30-07 20:04 	SUM: 174 	[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
STATUS_OK 	30-07 20:04 	SUM: 161 	[67, 29, 0, 174, 255, 73, 255, 77, 255, 161]
STATUS_OK 	30-07 20:04 	SUM: 174 	[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
STATUS_OK 	30-07 20:04 	SUM: 255 	[142, 255, 131, 255, 175, 132, 95, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0, 142, 255, 131, 255]
STATUS_OK 	30-07 20:04 	SUM: 51 	[145, 255, 59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174, 255, 73, 255, 51]
STATUS_OK 	30-07 20:04 	SUM: 174 	[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
STATUS_OK 	30-07 20:04 	SUM: 39 	[0, 174, 255, 73, 255, 51, 255, 39]
STATUS_OK 	30-07 20:04 	SUM: 39 	[174, 255, 73, 255, 51, 255, 39]
STATUS_OK 	30-07 20:04 	SUM: 255 	[255, 39, 47, 116, 142, 255, 131, 255, 35, 53, 217, 174, 255, 73, 255]
STATUS_OK 	30-07 20:04 	SUM: 142 	[142, 255, 131, 255, 35, 53, 217, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0, 142]
STATUS_OK 	30-07 20:04 	SUM: 0 	[255, 131, 255, 35, 53, 217, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0]
STATUS_OK 	30-07 20:04 	SUM: 217 	[255, 131, 255, 35, 53, 217]
STATUS_OK 	30-07 20:04 	SUM: 145 	[53, 217, 174, 255, 73, 255, 143, 255, 145]
STATUS_OK 	30-07 20:04 	SUM: 174 	[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
STATUS_OK 	30-07 20:04 	SUM: 255 	[255, 85, 255, 175, 1, 67, 29, 0, 174, 255, 73, 255, 55, 255, 113, 255]
STATUS_OK 	30-07 20:04 	SUM: 143 	[55, 255, 113, 255, 179, 0, 142, 255, 131, 255, 123, 183, 174, 255, 73, 255, 143]
STATUS_OK 	30-07 20:04 	SUM: 174 	[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
STATUS_OK 	30-07 20:04 	SUM: 142 	[36, 255, 107, 142]
STATUS_OK 	30-07 20:04 	SUM: 142 	[142, 255, 131, 255, 89, 255, 217, 0, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0, 142]
STATUS_OK 	30-07 20:04 	SUM: 0 	[255, 131, 255, 89, 255, 217, 0, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0]
STATUS_OK 	30-07 20:04 	SUM: 217 	[255, 131, 255, 89, 255, 217]
STATUS_OK 	30-07 20:04 	SUM: 174 	[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
STATUS_OK 	30-07 20:04 	SUM: 161 	[67, 29, 0, 174, 255, 73, 255, 77, 255, 161]
STATUS_OK 	30-07 20:04 	SUM: 174 	[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
STATUS_OK 	30-07 20:04 	SUM: 255 	[255, 175, 4, 113, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0, 142, 255]
STATUS_OK 	30-07 20:04 	SUM: 51 	[145, 255, 59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174, 255, 73, 255, 51]
STATUS_OK 	30-07 20:04 	SUM: 174 	[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
STATUS_OK 	30-07 20:04 	SUM: 39 	[0, 174, 255, 73, 255, 51, 255, 39]
STATUS_OK 	30-07 20:04 	SUM: 39 	[174, 255, 73, 255, 51, 255, 39]
STATUS_OK 	30-07 20:04 	SUM: 255 	[255, 39, 47, 116, 142, 255, 131, 255, 35, 53, 217, 174, 255, 73, 255]
STATUS_OK 	30-07 20:04 	SUM: 142 	[142, 255, 131, 255, 35, 53, 217, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0, 142]
STATUS_OK 	30-07 20:04 	SUM: 0 	[255, 131, 255, 35, 53, 217, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0]
STATUS_OK 	30-07 20:04 	SUM: 217 	[255, 131, 255, 35, 53, 217]
STATUS_OK 	30-07 20:04 	SUM: 145 	[53, 217, 174, 255, 73, 255, 143, 255, 145]
STATUS_OK 	30-07 20:04 	SUM: 174 	[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
STATUS_OK 	30-07 20:04 	SUM: 255 	[255, 85, 255, 175, 1, 67, 29, 0, 174, 255, 73, 255, 55, 255, 113, 255]
STATUS_OK 	30-07 20:04 	SUM: 143 	[55, 255, 113, 255, 179, 0, 142, 255, 131, 255, 123, 183, 174, 255, 73, 255, 143]
STATUS_OK 	30-07 20:04 	SUM: 174 	[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
STATUS_OK 	30-07 20:04 	SUM: 142 	[36, 255, 107, 142]
STATUS_OK 	30-07 20:04 	SUM: 142 	[142, 255, 131, 255, 89, 255, 217, 0, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0, 142]
STATUS_OK 	30-07 20:04 	SUM: 0 	[255, 131, 255, 89, 255, 217, 0, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0]
STATUS_OK 	30-07 20:04 	SUM: 217 	[255, 131, 255, 89, 255, 217]
STATUS_OK 	30-07 20:04 	SUM: 174 	[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
STATUS_OK 	30-07 20:04 	SUM: 161 	[67, 29, 0, 174, 255, 73, 255, 77, 255, 161]
STATUS_OK 	30-07 20:04 	SUM: 174 	[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
STATUS_OK 	30-07 20:04 	SUM: 85 	[51, 0, 255, 73, 255, 143, 255, 145, 255, 59, 0, 131, 255, 85]
STATUS_OK 	30-07 20:04 	SUM: 0 	[0, 253, 73, 255, 143, 255, 145, 255, 59, 0, 255, 255, 85, 255, 175, 1, 67, 29, 0]
STATUS_OK 	30-07 20:04 	SUM: 1 	[0, 255, 255, 85, 255, 175, 1]
STATUS_OK 	30-07 20:04 	SUM: 1 	[73, 255, 93, 253, 131, 255, 51, 0, 250, 228, 255, 145, 255, 59, 0, 255, 255, 85, 175, 1]
STATUS_OK 	30-07 20:04 	SUM: 255 	[255, 59, 0, 255, 255, 85, 175, 1, 67, 29, 0, 174, 255, 73, 255, 93, 142, 255, 131, 255]
STATUS_OK 	30-07 20:04 	SUM: 255 	[51, 0, 245, 73, 255, 143, 255]
STATUS_OK 	30-07 20:04 	SUM: 175 	[0, 213, 73, 255, 21, 95, 58, 38, 254, 177, 0, 142, 255, 131, 255, 175]
STATUS_OK 	30-07 20:04 	SUM: 29 	[255, 143, 255, 145, 255, 59, 0, 252, 131, 255, 85, 255, 175, 1, 67, 29]
STATUS_OK 	30-07 20:04 	SUM: 39 	[0, 174, 255, 73, 255, 51, 255, 39]
STATUS_OK 	30-07 20:04 	SUM: 39 	[174, 255, 73, 255, 51, 255, 39]
STATUS_OK 	30-07 20:04 	SUM: 217 	[255, 131, 255, 35, 53, 217]
STATUS_OK 	30-07 20:04 	SUM: 174 	[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
STATUS_OK 	30-07 20:04 	SUM: 255 	[255, 85, 255, 175, 1, 67, 29, 0, 174, 255, 73, 255, 55, 255, 113, 255]
STATUS_OK 	30-07 20:04 	SUM: 143 	[55, 255, 113, 255, 179, 0, 142, 255, 131, 255, 123, 183, 174, 255, 73, 255, 143]
STATUS_OK 	30-07 20:04 	SUM: 174 	[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
STATUS_OK 	30-07 20:04 	SUM: 142 	[36, 255, 107, 142]
STATUS_OK 	30-07 20:04 	SUM: 142 	[142, 255, 131, 255, 89, 255, 217, 0, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0, 142]
STATUS_OK 	30-07 20:04 	SUM: 0 	[255, 131, 255, 89, 255, 217, 0, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0]
STATUS_OK 	30-07 20:04 	SUM: 217 	[255, 131, 255, 89, 255, 217]
STATUS_OK 	30-07 20:04 	SUM: 174 	[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
STATUS_OK 	30-07 20:04 	SUM: 161 	[67, 29, 0, 174, 255, 73, 255, 77, 255, 161]
STATUS_OK 	30-07 20:04 	SUM: 52 	[255, 73, 255, 77, 255, 161, 52]
STATUS_OK 	30-07 20:04 	SUM: 174 	[77, 255, 161, 52, 127, 103, 142, 255, 131, 255, 167, 21, 75, 78, 67, 174]
STATUS_OK 	30-07 20:04 	SUM: 145 	[103, 142, 255, 131, 255, 167, 21, 75, 78, 67, 174, 255, 73, 255, 143, 255, 145]
STATUS_OK 	30-07 20:04 	SUM: 174 	[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
STATUS_OK 	30-07 20:04 	SUM: 255 	[142, 255, 131, 255, 175, 132, 95, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0, 142, 255, 131, 255]
STATUS_OK 	30-07 20:04 	SUM: 51 	[145, 255, 59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174, 255, 73, 255, 51]
STATUS_OK 	30-07 20:04 	SUM: 174 	[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
STATUS_OK 	30-07 20:04 	SUM: 39 	[0, 174, 255, 73, 255, 51, 255, 39]
STATUS_OK 	30-07 20:04 	SUM: 39 	[174, 255, 73, 255, 51, 255, 39]
STATUS_OK 	30-07 20:04 	SUM: 255 	[255, 39, 47, 116, 142, 255, 131, 255, 35, 53, 217, 174, 255, 73, 255]
STATUS_OK 	30-07 20:04 	SUM: 142 	[142, 255, 131, 255, 35, 53, 217, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0, 142]
STATUS_OK 	30-07 20:04 	SUM: 0 	[255, 131, 255, 35, 53, 217, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0]
STATUS_OK 	30-07 20:04 	SUM: 217 	[255, 131, 255, 35, 53, 217]
STATUS_OK 	30-07 20:04 	SUM: 145 	[53, 217, 174, 255, 73, 255, 143, 255, 145]
STATUS_OK 	30-07 20:04 	SUM: 174 	[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
STATUS_OK 	30-07 20:04 	SUM: 255 	[255, 85, 255, 175, 1, 67, 29, 0, 174, 255, 73, 255, 55, 255, 113, 255]
STATUS_OK 	30-07 20:04 	SUM: 143 	[55, 255, 113, 255, 179, 0, 142, 255, 131, 255, 123, 183, 174, 255, 73, 255, 143]
STATUS_OK 	30-07 20:04 	SUM: 174 	[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
STATUS_OK 	30-07 20:04 	SUM: 142 	[36, 255, 107, 142]
STATUS_OK 	30-07 20:04 	SUM: 142 	[142, 255, 131, 255, 89, 255, 217, 0, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0, 142]
STATUS_OK 	30-07 20:04 	SUM: 0 	[255, 131, 255, 89, 255, 217, 0, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0]
STATUS_OK 	30-07 20:04 	SUM: 217 	[255, 131, 255, 89, 255, 217]
